steam_appid,name,type,initial_price,release_date,score,recommendation,windows,mac,linux,header_image
415900,Bugspeed Collider,game,4.99,2016-10-05,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/415900/header.jpg?t=1475791212
415910,Gigachess,game,3.99,2015-12-15,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/415910/header.jpg?t=1481529853
415920,Voidspire Tactics,game,14.99,2015-11-02,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/415920/header.jpg?t=1450829904
415950,Yohjo Simulator,game,4.99,2015-11-17,,188.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/415950/header.jpg?t=1478567555
415960,Energy Cycle,game,0.99,2016-01-13,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/415960/header.jpg?t=1474997705
415980,Quatro Luzes,game,7.99,2015-11-13,,,1.0,0.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/415980/header.jpg?t=1447459485
415990,Lightbender,game,2.99,2015-12-17,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/415990/header.jpg?t=1452912934
416020,Heavy Gear Assault,game,39.99,2016-12-29,,,1.0,0.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/416020/header.jpg?t=1483044821
416030,Your Quest,game,4.99,2015-11-02,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416030/header.jpg?t=1463819256
416040,CLASH,game,5.99,2016-11-15,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416040/header.jpg?t=1480077806
416070,Mars 2030,game,4.99,2016-03-11,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416070/header.jpg?t=1466699712
416080,The Odyssey: Winds of Athena,game,4.99,2015-11-06,,358.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416080/header.jpg?t=1479752554
416090,Caretaker Retribution,game,9.99,2016-12-15,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416090/header.jpg?t=1482013804
416110,Blitz Breaker,game,2.99,2016-02-02,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416110/header.jpg?t=1461810087
416120,InterSection,game,8.99,2016-07-12,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/416120/header.jpg?t=1477273087
416130,Written in the Sky,game,0.0,2015-11-09,,1967.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/416130/header.jpg?t=1478567550
416140,The Final Frontier: Space Simulator,game,1.99,2016-06-30,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416140/header.jpg?t=1467444681
416170,HotLead,game,0.99,2015-11-06,,198.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/416170/header.jpg?t=1453651381
416180,Gun Bombers,game,7.99,2016-09-21,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416180/header.jpg?t=1477051383
416190,Vehicle Simulator,game,19.99,2015-12-09,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416190/header.jpg?t=1450284856
416200,Door To Door,game,6.99,2016-08-02,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416200/header.jpg?t=1479929871
416210,Block'hood,game,9.99,2016-03-09,,368.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416210/header.jpg?t=1480907002
416220,The Light Empire,game,5.99,2015-12-02,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416220/header.jpg?t=1469374602
416240,Space Impossible,game,7.99,2016-03-01,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416240/header.jpg?t=1456851980
416250,Tales,game,10.99,2016-11-14,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416250/header.jpg?t=1481607062
416260,The Lost Island,game,8.99,2015-11-20,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416260/header.jpg?t=1477394670
416270,GooCubelets 2,game,1.99,2015-11-19,,471.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416270/header.jpg?t=1478338838
416290,Bleeding Border,game,4.99,2015-11-09,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416290/header.jpg?t=1478025356
416310,Goblin Defenders: Steel‘n’ Wood,game,2.99,2015-11-23,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416310/header.jpg?t=1478066161
416320,Rescue Team 5,game,3.99,2015-11-18,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416320/header.jpg?t=1478067797
416330,Revolt,game,4.99,2016-01-26,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416330/header.jpg?t=1453814985
416340,Viking Saga: New World,game,3.99,2015-11-05,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416340/header.jpg?t=1447378764
416350,MiniBikers,game,5.99,2015-11-05,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416350/header.jpg?t=1447378766
416360,Max's Big Bust - A Captain Nekorai Tale,game,29.99,2015-11-10,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/416360/header.jpg?t=1478639105
416370,Showing Tonight: Mindhunters Incident,game,0.99,2015-11-12,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/416370/header.jpg?t=1448014127
416380,The Hurricane of the Varstray -Collateral hazard-,game,9.99,2015-12-21,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416380/header.jpg?t=1481380867
416390,Magnetron,game,5.99,2015-11-16,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416390/header.jpg?t=1447714986
416430,In The Dead Of Night - Urszula's Revenge,game,4.99,2015-12-18,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416430/header.jpg?t=1450460526
416450,Emporea: Realms of War and Magic,game,0.0,2016-06-08,,317.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416450/header.jpg?t=1465394665
416530,Tacopocalypse,game,9.99,2016-01-15,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/416530/header.jpg?t=1470343191
416550,Rubber Ducky and the Rainbow Gun,game,0.99,2015-12-15,,118.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416550/header.jpg?t=1458586136
416590,Emily Wants To Play,game,4.99,2015-12-10,,696.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416590/header.jpg?t=1472246239
416610,The Growth Journey,game,3.99,2016-01-07,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/416610/header.jpg?t=1478260547
416630,True Lover's Knot,game,6.99,2015-11-19,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416630/header.jpg?t=1466727449
416640,Diabolical,game,3.99,2015-11-06,,108.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/416640/header.jpg?t=1447378780
416670,Gunslingers,game,0.0,2015-12-17,,273.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416670/header.jpg?t=1450347423
416680,Zombie Night Terror,game,12.99,2016-07-20,81.0,438.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/416680/header.jpg?t=1478725141
416690,Oh...Sir! Prototype,game,0.0,2015-12-21,,914.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/416690/header.jpg?t=1476787145
416720,Toro,game,2.99,2016-01-26,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416720/header.jpg?t=1478075961
416760,Pay2Win: The Tricks Exposed,game,4.99,2015-12-15,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416760/header.jpg?t=1473006858
416770,SquareCells,game,2.99,2015-12-07,,318.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/416770/header.jpg?t=1450696722
416790,The Metronomicon,game,19.99,2016-09-29,79.0,107.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/416790/header.jpg?t=1479130371
416800,Cluck Yegger in Escape From The Planet of The Poultroid,game,2.99,2015-11-09,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/416800/header.jpg?t=1447378783
416840,Color By,game,9.99,2016-01-21,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/416840/header.jpg?t=1467289676
416850,Astral Gun,game,1.99,2016-02-02,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/416850/header.jpg?t=1454802182
417020,REalM: Walk of Soul,game,,2014-07-28,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/417020/header.jpg?t=1479172398
417060,UnSummoning: the Spectral Horde,game,3.99,2015-12-21,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/417060/header.jpg?t=1451456219
417110,Mayjasmine Episode01 - What is God?,game,9.99,2015-12-02,,143.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/417110/header.jpg?t=1462550536
417150,Pavilion,game,9.99,2016-09-23,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/417150/header.jpg?t=1479914571
417290,Ghost of a Tale,game,19.99,2016-07-25,,405.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/417290/header.jpg?t=1469462603
417310,Hiragana Pixel Party,game,7.99,2016-03-18,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/417310/header.jpg?t=1458398463
417350,Monkey King Saga,game,4.99,2015-11-30,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/417350/header.jpg?t=1449225932
417410,Northern Tale,game,2.99,2016-02-09,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/417410/header.jpg?t=1455010538
417430,Moto Racer  4,game,29.99,2016-11-02,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/417430/header.jpg?t=1478536450
417480,Marcus Level,game,4.99,2016-01-20,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/417480/header.jpg?t=1480090594
417540,Gamefuel Driver Control,game,29.99,2015-12-10,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/417540/header.jpg?t=1450113043
417750,Left Alone,game,6.99,2016-04-28,,186.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/417750/header.jpg?t=1481549085
417840,Mysterious Castle,game,4.99,2016-03-25,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/417840/header.jpg?t=1461798210
417860,Emily is Away,game,0.0,2015-11-20,,25782.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/417860/header.jpg?t=1455468724
417880,Everybody's Gone to the Rapture,game,19.99,2016-04-14,76.0,434.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/417880/header.jpg?t=1464039474
417890,Apotheon Arena,game,0.0,2015-12-08,,744.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/417890/header.jpg?t=1449687259
417900,"Upwards, Lonely Robot",game,9.99,2016-03-10,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/417900/header.jpg?t=1461592897
417910,Street Warriors Online,game,0.0,2016-01-18,,298.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/417910/header.jpg?t=1481568983
417920,Mistfal,game,1.99,2016-07-07,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/417920/header.jpg?t=1478891629
417980,Planet Diver,game,3.99,2015-11-30,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/417980/header.jpg?t=1475074074
417990,Major\Minor,game,19.99,2016-10-01,,380.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/417990/header.jpg?t=1476150628
418000,Demented,game,5.99,2015-11-18,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/418000/header.jpg?t=1447856834
418030,Subsistence,game,13.99,2016-10-25,,803.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/418030/header.jpg?t=1477426606
418040,hocus,game,0.99,2015-11-18,,285.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/418040/header.jpg?t=1477691286
418050,FALL,game,5.99,2015-12-17,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/418050/header.jpg?t=1450407255
418070,Turbo Pug,game,0.99,2015-11-09,,2671.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/418070/header.jpg?t=1474358256
418110,March of War: FaceOff - XL,game,,2015-11-18,,158.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/418110/header.jpg?t=1459360033
418120,Cally's Caves 3,game,6.99,2016-01-05,,221.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/418120/header.jpg?t=1464804719
418150,The Madness of Little Emma,game,8.99,2015-12-21,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/418150/header.jpg?t=1478114258
418160,Garden Rescue: Christmas Edition,game,3.99,2015-11-09,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/418160/header.jpg?t=1476123456
418170,MicroRC Simulation,game,1.99,2015-12-15,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/418170/header.jpg?t=1450167971
418180,Tempest,game,14.99,2016-08-22,,651.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/418180/header.jpg?t=1478078489
418190,Helen's Mysterious Castle,game,1.99,2016-03-18,,199.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/418190/header.jpg?t=1467695263
418200,MAGIX Photostory 2016 Deluxe,game,89.99,2016-04-12,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/418200/header.jpg?t=1460450706
418210,Metal Tales: Fury of the Guitar Gods,game,14.99,2016-11-18,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/418210/header.jpg?t=1481568184
418240,Shadow Tactics: Blades of the Shogun,game,39.99,2016-12-06,83.0,994.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/418240/header.jpg?t=1481724181
418250,Polaris Sector,game,39.99,2016-03-22,76.0,255.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/418250/header.jpg?t=1478174186
418260,Gumball Drift,game,19.99,2016-04-04,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/418260/header.jpg?t=1462567013
418270,Draw Slasher,game,4.99,2016-10-13,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/418270/header.jpg?t=1477004176
418280,Retaliation,game,0.0,2015-12-18,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/418280/header.jpg?t=1462469498
418290,Professor Teaches QuickBooks 2016,game,14.99,2015-11-30,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/418290/header.jpg?t=1461013539
418300,Wick,game,5.99,2015-12-17,,239.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/418300/header.jpg?t=1469126063
418310,Chronicles of a Dark Lord: Rhapsody Clash,game,0.99,2015-11-20,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/418310/header.jpg?t=1448025124
418340,RWBY: Grimm Eclipse,game,19.99,2016-07-05,,7542.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/418340/header.jpg?t=1481578146
418360,Gurgamoth,game,4.99,2016-02-16,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/418360/header.jpg?t=1474398533
418370,RESIDENT EVIL 7 biohazard / BIOHAZARD 7 resident evil,game,59.99,2017-01-23,,4565.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/418370/header.jpg?t=1485390596
418430,Survive Me Miolhr,game,7.99,2015-12-07,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/418430/header.jpg?t=1481409967
418440,Tick Tock Isle,game,2.99,2015-11-19,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/418440/header.jpg?t=1449821889
418520,SculptrVR,game,19.99,2016-04-04,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/418520/header.jpg?t=1480963176
418610,Swiftly,game,0.99,2016-01-26,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/418610/header.jpg?t=1478260550
418620,The TakeOver,game,6.99,2016-02-02,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/418620/header.jpg?t=1470071165
418640,Iron Commando - Koutetsu no Senshi,game,4.99,2016-07-13,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/418640/header.jpg?t=1468419864
418650,Space Pirate Trainer,game,14.99,2016-04-05,,914.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/418650/header.jpg?t=1480950139
418670,Pankapu,game,4.99,2016-09-21,,129.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/418670/header.jpg?t=1474879463
418910,Idle Civilization,game,4.99,2015-11-23,,116.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/418910/header.jpg?t=1466630966
418950,DreadOut: Keepers of The Dark,game,6.99,2016-03-24,,172.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/418950/header.jpg?t=1480923562
418960,Catorize,game,2.99,2015-11-11,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/418960/header.jpg?t=1447378865
419000,Relic Alone,game,4.99,2015-11-26,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/419000/header.jpg?t=1448586383
419020,Wishmere,game,11.99,2015-12-16,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/419020/header.jpg?t=1479921130
419080,Bridge Constructor Stunts,game,9.99,2016-02-23,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/419080/header.jpg?t=1478536757
419090,Vector Strain,game,4.99,2015-12-09,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/419090/header.jpg?t=1462561521
419450,Resume Maker® for Windows,game,19.99,2016-01-26,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/419450/header.jpg?t=1453834061
419460,"That Dragon, Cancer",game,9.99,2016-01-11,78.0,718.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/419460/header.jpg?t=1456855096
419480,Starpoint Gemini Warlords,game,24.99,2016-04-14,,282.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/419480/header.jpg?t=1479392389
419500,Red Game Without A Great Name,game,4.99,2015-12-09,55.0,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/419500/header.jpg?t=1475690427
419520,Lifeless,game,19.99,2016-06-16,,444.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/419520/header.jpg?t=1479223765
419590,Tales from the Void,game,9.99,2016-05-20,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/419590/header.jpg?t=1464366514
419710,Rogue Singularity,game,14.99,2016-10-19,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/419710/header.jpg?t=1477045386
419810,House of Hell,game,4.99,2016-01-19,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/419810/header.jpg?t=1479438857
420000,Home Design 3D,game,9.99,2015-11-20,,198.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/420000/header.jpg?t=1479394959
420020,Eye of the Owl - Bosch VR,game,0.0,2016-12-23,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/420020/header.jpg?t=1482541825
420060,Candle,game,14.99,2016-11-11,85.0,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/420060/header.jpg?t=1479301781
420070,Kill The Plumber,game,4.99,2015-12-31,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/420070/header.jpg?t=1463668968
420100,CLANNAD Side Stories,game,19.99,2016-06-02,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/420100/header.jpg?t=1478561722
420110,NEKOPARA Vol. 2,game,9.99,2016-02-19,,5534.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/420110/header.jpg?t=1478563708
420160,Alphabeats: Master Edition,game,7.99,2016-03-07,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/420160/header.jpg?t=1457384494
420210,KRUM - Edge Of Darkness,game,4.99,2015-11-24,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/420210/header.jpg?t=1480266395
420270,Into the Void,game,9.99,2015-12-04,,103.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/420270/header.jpg?t=1464029693
420290,Blackwake,game,,2015-09-30,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/420290/header.jpg?t=1481328890
420300,The Admin,game,7.99,2016-11-01,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/420300/header.jpg?t=1478028276
420360,Spectrum,game,4.99,2016-09-22,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/420360/header.jpg?t=1478897641
420370,Gravity Island,game,4.99,2016-09-21,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/420370/header.jpg?t=1474451570
420380,The Strike,game,9.99,2016-01-07,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/420380/header.jpg?t=1452205493
420440,Atlantic Fleet,game,9.99,2016-02-25,,346.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/420440/header.jpg?t=1457790131
420500,Rynn's Adventure: Trouble in the Enchanted Forest,game,9.99,2016-03-31,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/420500/header.jpg?t=1461950707
420530,OneShot,game,9.99,2016-12-08,,235.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/420530/header.jpg?t=1481632767
420550,Super Arcade Football,game,9.99,2016-04-04,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/420550/header.jpg?t=1468771388
420570,Cubixx HD,game,8.99,2016-01-28,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/420570/header.jpg?t=1454000210
420670,Elite vs. Freedom,game,8.99,2016-05-31,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/420670/header.jpg?t=1479925537
420740,The Deed,game,0.99,2015-11-23,,818.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/420740/header.jpg?t=1479062644
420770,The Legend of Dark Witch,game,4.99,2015-12-01,,104.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/420770/header.jpg?t=1458102938
420790,StarBreak,game,0.0,2016-05-10,,649.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/420790/header.jpg?t=1463421608
420840,BLARP!,game,2.99,2016-04-04,,142.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/420840/header.jpg?t=1459814635
420850,Cosmic Leap,game,0.99,2016-03-17,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/420850/header.jpg?t=1462665170
420880,I must kill...: Fresh Meat,game,0.0,2015-11-30,,194.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/420880/header.jpg?t=1454345505
420900,Mech Anarchy,game,7.99,2016-03-15,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/420900/header.jpg?t=1458038292
420910,Store Manager: Cellular Edition,game,6.99,2015-12-02,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/420910/header.jpg?t=1449129613
420920,Lost Labyrinth Extended Version,game,4.99,2015-11-24,,,1.0,0.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/420920/header.jpg?t=1478036431
420930,CHKN,game,14.99,2016-04-01,,210.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/420930/header.jpg?t=1480623983
